year,borough,complaint_type,count
2023,Bronx,Special Operations,1
2023,Bronx,Unlicensed Dog,1
2023,Bronx,Quality of Life,1
2023,Brooklyn,Illegal Parking,180554
2023,Brooklyn,Noise - Residential,85755
2023,Brooklyn,Blocked Driveway,62262
2023,Brooklyn,HEAT/HOT WATER,60020
2023,Brooklyn,UNSANITARY CONDITION,34673
2023,Brooklyn,Noise - Street/Sidewalk,34348
2023,Brooklyn,Abandoned Vehicle,22373
2023,Brooklyn,Noise - Commercial,21915
2023,Brooklyn,Missed Collection,21479
2023,Brooklyn,PLUMBING,17962
2023,Brooklyn,Derelict Vehicles,17912
2023,Brooklyn,PAINT/PLASTER,17173
2023,Brooklyn,Dirty Condition,16397
2023,Brooklyn,Noise,15918
2023,Brooklyn,General Construction/Plumbing,15818
2023,Brooklyn,Rodent,15684
2023,Brooklyn,Water System,15053
2023,Brooklyn,WATER LEAK,14215
2023,Brooklyn,Noise - Helicopter,13660
2023,Brooklyn,Illegal Dumping,13345
2023,Brooklyn,DOOR/WINDOW,13189
2023,Brooklyn,Street Condition,12872
2023,Brooklyn,Noise - Vehicle,12383
2023,Brooklyn,Traffic Signal Condition,11936
2023,Brooklyn,Damaged Tree,10471
2023,Brooklyn,Sewer,9710
2023,Brooklyn,Street Light Condition,9289
2023,Brooklyn,Sidewalk Condition,8999
2023,Brooklyn,GENERAL,8760
2023,Brooklyn,ELECTRIC,8716
2023,Brooklyn,New Tree Request,8694
2023,Brooklyn,Overgrown Tree/Branches,7705
2023,Brooklyn,FLOORING/STAIRS,7547
2023,Brooklyn,Graffiti,7198
2023,Brooklyn,Homeless Person Assistance,7044
2023,Brooklyn,Maintenance or Facility,7013
2023,Brooklyn,APPLIANCE,6319
2023,Brooklyn,Building/Use,5804
2023,Brooklyn,Consumer Complaint,5739
2023,Brooklyn,Encampment,5587
2023,Brooklyn,Street Sweeping Complaint,5043
2023,Brooklyn,Non-Emergency Police Matter,4624
2023,Brooklyn,For Hire Vehicle Complaint,4553
2023,Brooklyn,Obstruction,4519
2023,Brooklyn,Residential Disposal Complaint,4339
2023,Brooklyn,Lead,4337
2023,Brooklyn,Elevator,4329
2023,Brooklyn,SAFETY,3951
2023,Brooklyn,Dead Animal,3650
2023,Brooklyn,Food Establishment,3042
2023,Brooklyn,Root/Sewer/Sidewalk Condition,3017
2023,Brooklyn,Dead/Dying Tree,2759
2023,Brooklyn,Illegal Fireworks,2636
2023,Brooklyn,Curb Condition,2577
2023,Brooklyn,Vendor Enforcement,2574
2023,Brooklyn,Real Time Enforcement,2554
2023,Brooklyn,Air Quality,2407
2023,Brooklyn,Animal-Abuse,2397
2023,Brooklyn,Indoor Air Quality,2327
2023,Brooklyn,Animal in a Park,2132
2023,Brooklyn,Plumbing,1747
2023,Brooklyn,Illegal Tree Damage,1746
2023,Brooklyn,Special Projects Inspection Team (SPIT),1689
2023,Brooklyn,Noise - Park,1585
2023,Brooklyn,Outdoor Dining,1561
2023,Brooklyn,Illegal Posting,1533
2023,Brooklyn,Litter Basket Request,1492
2023,Brooklyn,Traffic,1446
2023,Brooklyn,Sewer Maintenance,1425
2023,Brooklyn,Emergency Response Team (ERT),1387
2023,Brooklyn,Street Sign - Damaged,1341
2023,Brooklyn,Panhandling,1316
2023,Brooklyn,Smoking,1271
2023,Brooklyn,Mobile Food Vendor,1224
2023,Brooklyn,Water Leak,1217
2023,Brooklyn,Abandoned Bike,1120
2023,Brooklyn,Street Sign - Missing,1066
2023,Brooklyn,Drug Activity,1032
2023,Brooklyn,Sanitation Worker or Vehicle Complaint,990
2023,Brooklyn,Electrical,960
2023,Brooklyn,Violation of Park Rules,894
2023,Brooklyn,Boilers,878
2023,Brooklyn,Water Conservation,875
2023,Brooklyn,Street Sign - Dangling,834
2023,Brooklyn,Drinking,820
2023,Brooklyn,Broken Parking Meter,812
2023,Brooklyn,Unsanitary Animal Pvt Property,744
2023,Brooklyn,Food Poisoning,723
2023,Brooklyn,Lot Condition,707
2023,Brooklyn,Dumpster Complaint,703
2023,Brooklyn,Paint/Plaster,700
2023,Brooklyn,Heat/Hot Water,677
2023,Brooklyn,Commercial Disposal Complaint,595
2023,Brooklyn,Hazardous Materials,573
2023,Brooklyn,Bike/Roller/Skate Chronic,555
2023,Brooklyn,Litter Basket Complaint,552
2023,Brooklyn,Day Care,493
2023,Brooklyn,Unleashed Dog,478
2023,Brooklyn,Unsanitary Condition,450
2023,Brooklyn,School Maintenance,448
2023,Brooklyn,Asbestos,444
2023,Brooklyn,Investigations and Discipline (IAD),420
2023,Brooklyn,ELEVATOR,409
2023,Brooklyn,Door/Window,382
2023,Brooklyn,OUTSIDE BUILDING,360
2023,Brooklyn,Standing Water,352
2023,Brooklyn,Construction Lead Dust,335
2023,Brooklyn,Water Quality,311
2023,Brooklyn,Noise - House of Worship,261
2023,Brooklyn,Bus Stop Shelter Complaint,255
2023,Brooklyn,Industrial Waste,253
2023,Brooklyn,Urinating in Public,242
2023,Brooklyn,Wood Pile Remaining,227
2023,Brooklyn,Flooring/Stairs,220
2023,Brooklyn,Unsanitary Pigeon Condition,217
2023,Brooklyn,General,207
2023,Brooklyn,BEST/Site Safety,205
2023,Brooklyn,Appliance,178
2023,Brooklyn,Harboring Bees/Wasps,176
2023,Brooklyn,Water Maintenance,176
2023,Brooklyn,Non-Residential Heat,171
2023,Brooklyn,Taxi Complaint,171
2023,Brooklyn,Seasonal Collection,161
2023,Brooklyn,Indoor Sewage,145
2023,Brooklyn,Electric,145
2023,Brooklyn,Uprooted Stump,135
2023,Brooklyn,Illegal Animal Kept as Pet,129
2023,Brooklyn,Lost Property,125
2023,Brooklyn,Mosquitoes,116
2023,Brooklyn,Bike Rack Condition,109
2023,Brooklyn,Mold,106
2023,Brooklyn,Safety,103
2023,Brooklyn,Green Taxi Complaint,99
2023,Brooklyn,For Hire Vehicle Report,96
2023,Brooklyn,Tattooing,95
2023,Brooklyn,Drinking Water,82
2023,Brooklyn,Adopt-A-Basket,82
2023,Brooklyn,Scaffold Safety,57
2023,Brooklyn,Pet Shop,57
2023,Brooklyn,Beach/Pool/Sauna Complaint,56
2023,Brooklyn,Bus Stop Shelter Placement,55
2023,Brooklyn,Posting Advertisement,51
2023,Brooklyn,AHV Inspection Unit,51
2023,Brooklyn,Plant,50
2023,Brooklyn,Smoking or Vaping,42
2023,Brooklyn,Water Drainage,40
2023,Brooklyn,Recycling Basket Complaint,36
2023,Brooklyn,Unstable Building,34
2023,Brooklyn,Disorderly Youth,32
2023,Brooklyn,Snow or Ice,30
2023,Brooklyn,Animal Facility - No Permit,30
2023,Brooklyn,Cranes and Derricks,29
2023,Brooklyn,Unsanitary Animal Facility,29
2023,Brooklyn,Incorrect Data,27
2023,Brooklyn,Illegal Animal Sold,25
2023,Brooklyn,Poison Ivy,22
2023,Brooklyn,E-Scooter,18
2023,Brooklyn,LinkNYC,18
2023,Brooklyn,Taxi Report,16
2023,Brooklyn,Institution Disposal Complaint,14
2023,Brooklyn,Public Toilet,14
2023,Brooklyn,Boiler,14
2023,Brooklyn,Building Condition,12
2023,Brooklyn,Building Drinking Water Tank,11
2023,Brooklyn,Borough Office,11
2023,Brooklyn,Taxi Compliment,10
2023,Brooklyn,Dept of Investigations,9
2023,Brooklyn,Retailer Complaint,9
2023,Brooklyn,Green Taxi Report,7
2023,Brooklyn,Window Guard,6
2023,Brooklyn,Lifeguard,5
2023,Brooklyn,Bottled Water,5
2023,Brooklyn,ZTESTINT,5
2023,Brooklyn,Highway Condition,4
2023,Brooklyn,Dispatched Taxi Complaint,4
2023,Brooklyn,Calorie Labeling,3
2023,Brooklyn,Special Natural Area District (SNAD),3
2023,Brooklyn,Taxi Licensee Complaint,2
2023,Brooklyn,Transfer Station Complaint,2
2023,Brooklyn,Radioactive Material,2
2023,Brooklyn,Public Payphone Complaint,2
2023,Brooklyn,Construction Safety Enforcement,2
2023,Brooklyn,Building Marshals office,2
2023,Brooklyn,Outside Building,2
2023,Brooklyn,Found Property,1
2023,Brooklyn,Bridge Condition,1
2023,Brooklyn,Cooling Tower,1
2023,Brooklyn,Squeegee,1
2023,Brooklyn,DEP Street Condition,1
2023,Brooklyn,DEP Sidewalk Condition,1
2023,Brooklyn,DSNY Internal,1
2023,Brooklyn,FHV Licensee Complaint,1
2023,Brooklyn,Oil or Gas Spill,1
2023,Brooklyn,X-Ray Machine/Equipment,1
2023,Brooklyn,Executive Inspections,1
2023,Brooklyn,DOB Posted Notice or Order,1
2023,Brooklyn,Trans Fat,1
2023,Brooklyn,Internal Code,1
2023,Manhattan,Illegal Parking,65086
2023,Manhattan,Noise - Residential,56654
2023,Manhattan,HEAT/HOT WATER,53197
2023,Manhattan,Noise - Street/Sidewalk,48808
2023,Manhattan,Noise - Helicopter,32542
2023,Manhattan,Homeless Person Assistance,24341
2023,Manhattan,UNSANITARY CONDITION,23501
2023,Manhattan,Encampment,22173
2023,Manhattan,Noise - Commercial,21279
2023,Manhattan,Noise,19216
2023,Manhattan,Noise - Vehicle,13702
2023,Manhattan,PLUMBING,13234
2023,Manhattan,For Hire Vehicle Complaint,13059
2023,Manhattan,PAINT/PLASTER,12327
2023,Manhattan,Rodent,11155
2023,Manhattan,Dirty Condition,10450
2023,Manhattan,DOOR/WINDOW,9505
2023,Manhattan,Street Condition,9136
2023,Manhattan,WATER LEAK,8658
2023,Manhattan,Traffic Signal Condition,7425
2023,Manhattan,GENERAL,7331
2023,Manhattan,Water System,7232
2023,Manhattan,Non-Emergency Police Matter,7155
2023,Manhattan,Vendor Enforcement,7033
2023,Manhattan,General Construction/Plumbing,6708
2023,Manhattan,Consumer Complaint,6196
2023,Manhattan,Street Light Condition,6193
2023,Manhattan,New Tree Request,6103
2023,Manhattan,FLOORING/STAIRS,5571
2023,Manhattan,Missed Collection,5526
2023,Manhattan,Lost Property,5135
2023,Manhattan,ELECTRIC,5026
2023,Manhattan,Illegal Dumping,4845
2023,Manhattan,Maintenance or Facility,4783
2023,Manhattan,Air Quality,4710
2023,Manhattan,Bike/Roller/Skate Chronic,4646
2023,Manhattan,Blocked Driveway,4593
2023,Manhattan,Panhandling,4281
2023,Manhattan,APPLIANCE,4118
2023,Manhattan,Food Establishment,4065
2023,Manhattan,Obstruction,3976
2023,Manhattan,Elevator,3872
2023,Manhattan,Residential Disposal Complaint,3732
2023,Manhattan,Sidewalk Condition,3674
2023,Manhattan,Taxi Complaint,3571
2023,Manhattan,Graffiti,3444
2023,Manhattan,Outdoor Dining,3413
2023,Manhattan,Lead,3048
2023,Manhattan,Noise - Park,2931
2023,Manhattan,Commercial Disposal Complaint,2774
2023,Manhattan,Derelict Vehicles,2771
2023,Manhattan,Abandoned Vehicle,2768
2023,Manhattan,SAFETY,2222
2023,Manhattan,Mobile Food Vendor,2130
2023,Manhattan,Indoor Air Quality,2048
2023,Manhattan,Sewer,1924
2023,Manhattan,Drug Activity,1894
2023,Manhattan,Special Projects Inspection Team (SPIT),1851
2023,Manhattan,Real Time Enforcement,1755
2023,Manhattan,Illegal Fireworks,1589
2023,Manhattan,Damaged Tree,1509
2023,Manhattan,Animal in a Park,1485
2023,Manhattan,Violation of Park Rules,1382
2023,Manhattan,Smoking,1347
2023,Manhattan,Animal-Abuse,1306
2023,Manhattan,Litter Basket Request,1249
2023,Manhattan,Building/Use,1204
2023,Manhattan,Food Poisoning,1161
2023,Manhattan,Broken Parking Meter,1092
2023,Manhattan,Traffic,1065
2023,Manhattan,Emergency Response Team (ERT),1010
2023,Manhattan,Boilers,930
2023,Manhattan,Curb Condition,909
2023,Manhattan,Street Sweeping Complaint,896
2023,Manhattan,Plumbing,781
2023,Manhattan,Illegal Tree Damage,778
2023,Manhattan,Dead/Dying Tree,732
2023,Manhattan,Dead Animal,721
2023,Manhattan,Overgrown Tree/Branches,655
2023,Manhattan,Street Sign - Damaged,622
2023,Manhattan,Abandoned Bike,559
2023,Manhattan,Water Leak,556
2023,Manhattan,Sanitation Worker or Vehicle Complaint,535
2023,Manhattan,Dumpster Complaint,530
2023,Manhattan,Drinking,492
2023,Manhattan,Street Sign - Dangling,487
2023,Manhattan,Heat/Hot Water,487
2023,Manhattan,Street Sign - Missing,452
2023,Manhattan,Hazardous Materials,431
2023,Manhattan,Litter Basket Complaint,423
2023,Manhattan,Taxi Report,417
2023,Manhattan,Water Conservation,416
2023,Manhattan,Asbestos,412
2023,Manhattan,Paint/Plaster,404
2023,Manhattan,Electrical,362
2023,Manhattan,ELEVATOR,361
2023,Manhattan,Construction Lead Dust,325
2023,Manhattan,Unsanitary Pigeon Condition,306
2023,Manhattan,Urinating in Public,290
2023,Manhattan,Lot Condition,274
2023,Manhattan,Water Quality,274
2023,Manhattan,Unsanitary Condition,263
2023,Manhattan,Door/Window,261
2023,Manhattan,School Maintenance,253
2023,Manhattan,Unsanitary Animal Pvt Property,240
2023,Manhattan,Day Care,234
2023,Manhattan,Bus Stop Shelter Complaint,214
2023,Manhattan,OUTSIDE BUILDING,207
2023,Manhattan,Unleashed Dog,204
2023,Manhattan,Non-Residential Heat,201
2023,Manhattan,Root/Sewer/Sidewalk Condition,190
2023,Manhattan,Illegal Posting,170
2023,Manhattan,Standing Water,160
2023,Manhattan,General,151
2023,Manhattan,Flooring/Stairs,148
2023,Manhattan,Noise - House of Worship,127
2023,Manhattan,Industrial Waste,126
2023,Manhattan,Investigations and Discipline (IAD),121
2023,Manhattan,Bike Rack Condition,111
2023,Manhattan,BEST/Site Safety,110
2023,Manhattan,Disorderly Youth,109
2023,Manhattan,Appliance,104
2023,Manhattan,Scaffold Safety,100
2023,Manhattan,Green Taxi Complaint,95
2023,Manhattan,For Hire Vehicle Report,93
2023,Manhattan,Mold,83
2023,Manhattan,Smoking or Vaping,83
2023,Manhattan,LinkNYC,76
2023,Manhattan,Sewer Maintenance,75
2023,Manhattan,Indoor Sewage,72
2023,Manhattan,Found Property,65
2023,Manhattan,Tattooing,63
2023,Manhattan,Harboring Bees/Wasps,61
2023,Manhattan,Safety,54
2023,Manhattan,Drinking Water,51
2023,Manhattan,AHV Inspection Unit,51
2023,Manhattan,Taxi Compliment,48
2023,Manhattan,Pet Shop,43
2023,Manhattan,Illegal Animal Kept as Pet,42
2023,Manhattan,Bus Stop Shelter Placement,40
2023,Manhattan,Special Operations,39
2023,Manhattan,Cranes and Derricks,32
2023,Manhattan,Unsanitary Animal Facility,31
2023,Manhattan,Water Maintenance,31
2023,Manhattan,Electric,30
2023,Manhattan,Beach/Pool/Sauna Complaint,26
2023,Manhattan,Squeegee,25
2023,Manhattan,Recycling Basket Complaint,24
2023,Manhattan,Mosquitoes,23
2023,Manhattan,Adopt-A-Basket,22
2023,Manhattan,ZTESTINT,20
2023,Manhattan,Borough Office,18
2023,Manhattan,Dept of Investigations,18
2023,Manhattan,Institution Disposal Complaint,17
2023,Manhattan,Animal Facility - No Permit,17
2023,Manhattan,Seasonal Collection,17
2023,Manhattan,Uprooted Stump,16
2023,Manhattan,Snow or Ice,16
2023,Manhattan,Public Toilet,16
2023,Manhattan,Building Drinking Water Tank,15
2023,Manhattan,Illegal Animal Sold,15
2023,Manhattan,Incorrect Data,14
2023,Manhattan,Public Payphone Complaint,14
2023,Manhattan,Unstable Building,14
2023,Manhattan,Posting Advertisement,13
2023,Manhattan,Plant,12
2023,Manhattan,Radioactive Material,12
2023,Manhattan,Water Drainage,12
2023,Manhattan,Green Taxi Report,11
2023,Manhattan,Lifeguard,11
2023,Manhattan,Wood Pile Remaining,10
2023,Manhattan,Building Condition,10
2023,Manhattan,Boiler,9
2023,Manhattan,Cooling Tower,8
2023,Manhattan,Dispatched Taxi Complaint,8
2023,Manhattan,Calorie Labeling,6
2023,Manhattan,Taxi Licensee Complaint,6
2023,Manhattan,E-Scooter,4
2023,Manhattan,Municipal Parking Facility,4
2023,Manhattan,Retailer Complaint,4
2023,Manhattan,Highway Condition,3
2023,Manhattan,Window Guard,3
2023,Manhattan,Oil or Gas Spill,3
2023,Manhattan,Poison Ivy,2
2023,Manhattan,DEP Street Condition,2
2023,Manhattan,FHV Licensee Complaint,2
2023,Manhattan,Special Natural Area District (SNAD),1
2023,Manhattan,DEP Sidewalk Condition,1
2023,Manhattan,DEP Highway Condition,1
2023,Manhattan,DSNY Internal,1
2023,Manhattan,X-Ray Machine/Equipment,1
2023,Manhattan,Construction Safety Enforcement,1
2023,Manhattan,Bottled Water,1
2023,Manhattan,Dispatched Taxi Compliment,1
2023,Queens,Illegal Parking,140458
2023,Queens,Noise - Residential,70484
2023,Queens,Blocked Driveway,68751
2023,Queens,HEAT/HOT WATER,30836
2023,Queens,Abandoned Vehicle,26105
2023,Queens,Noise - Street/Sidewalk,21875
2023,Queens,Missed Collection,17888
2023,Queens,UNSANITARY CONDITION,15755
2023,Queens,Drug Activity,15559
2023,Queens,Street Condition,15229
2023,Queens,Noise - Commercial,14699
2023,Queens,Water System,14259
2023,Queens,Derelict Vehicles,14077
2023,Queens,Noise - Helicopter,12636
2023,Queens,Sewer,11742
2023,Queens,Noise - Vehicle,11674
2023,Queens,Dirty Condition,11142
2023,Queens,Damaged Tree,11110
2023,Queens,Noise,10223
2023,Queens,Illegal Dumping,9555
2023,Queens,Traffic Signal Condition,9180
2023,Queens,General Construction/Plumbing,9081
2023,Queens,Street Light Condition,8647
2023,Queens,Building/Use,8228
2023,Queens,Overgrown Tree/Branches,7979
2023,Queens,Non-Emergency Police Matter,7385
2023,Queens,PLUMBING,7366
2023,Queens,Rodent,7233
2023,Queens,PAINT/PLASTER,6518
2023,Queens,Sidewalk Condition,6444
2023,Queens,Homeless Person Assistance,5428
2023,Queens,Obstruction,5316
2023,Queens,Dead/Dying Tree,4968
2023,Queens,DOOR/WINDOW,4955
2023,Queens,New Tree Request,4935
2023,Queens,WATER LEAK,4889
2023,Queens,Consumer Complaint,4864
2023,Queens,Maintenance or Facility,4753
2023,Queens,ELECTRIC,3976
2023,Queens,Encampment,3926
2023,Queens,Air Quality,3527
2023,Queens,Root/Sewer/Sidewalk Condition,3492
2023,Queens,GENERAL,3445
2023,Queens,Vendor Enforcement,3355
2023,Queens,Dead Animal,3232
2023,Queens,Illegal Fireworks,2809
2023,Queens,Residential Disposal Complaint,2741
2023,Queens,APPLIANCE,2680
2023,Queens,Food Establishment,2680
2023,Queens,Taxi Complaint,2623
2023,Queens,FLOORING/STAIRS,2545
2023,Queens,Noise - Park,2456
2023,Queens,Lead,2235
2023,Queens,Elevator,2088
2023,Queens,Animal-Abuse,2058
2023,Queens,Street Sign - Damaged,1996
2023,Queens,SAFETY,1918
2023,Queens,Curb Condition,1799
2023,Queens,For Hire Vehicle Complaint,1694
2023,Queens,Graffiti,1677
2023,Queens,Lost Property,1488
2023,Queens,Street Sign - Missing,1317
2023,Queens,Special Projects Inspection Team (SPIT),1286
2023,Queens,Indoor Air Quality,1276
2023,Queens,Illegal Tree Damage,1242
2023,Queens,Illegal Posting,1144
2023,Queens,Street Sign - Dangling,1123
2023,Queens,Traffic,1116
2023,Queens,Street Sweeping Complaint,1110
2023,Queens,Water Conservation,1108
2023,Queens,Plumbing,1053
2023,Queens,Outdoor Dining,1039
2023,Queens,Drinking,1026
2023,Queens,Sanitation Worker or Vehicle Complaint,1013
2023,Queens,Animal in a Park,1009
2023,Queens,Violation of Park Rules,966
2023,Queens,Broken Parking Meter,921
2023,Queens,Sewer Maintenance,874
2023,Queens,Panhandling,852
2023,Queens,Electrical,795
2023,Queens,Smoking,781
2023,Queens,Emergency Response Team (ERT),768
2023,Queens,Noise - House of Worship,720
2023,Queens,Litter Basket Request,694
2023,Queens,Real Time Enforcement,693
2023,Queens,Food Poisoning,690
2023,Queens,Mobile Food Vendor,675
2023,Queens,Unsanitary Animal Pvt Property,599
2023,Queens,Boilers,569
2023,Queens,Unleashed Dog,493
2023,Queens,Hazardous Materials,489
2023,Queens,Lot Condition,474
2023,Queens,Commercial Disposal Complaint,449
2023,Queens,Water Leak,437
2023,Queens,Bike/Roller/Skate Chronic,418
2023,Queens,Dumpster Complaint,416
2023,Queens,Standing Water,370
2023,Queens,Unsanitary Pigeon Condition,365
2023,Queens,School Maintenance,327
2023,Queens,Bus Stop Shelter Complaint,324
2023,Queens,Abandoned Bike,319
2023,Queens,Day Care,315
2023,Queens,Taxi Report,314
2023,Queens,Paint/Plaster,289
2023,Queens,Urinating in Public,286
2023,Queens,Industrial Waste,276
2023,Queens,Uprooted Stump,260
2023,Queens,Asbestos,249
2023,Queens,Litter Basket Complaint,238
2023,Queens,DEP Street Condition,236
2023,Queens,Water Quality,228
2023,Queens,Wood Pile Remaining,210
2023,Queens,Heat/Hot Water,199
2023,Queens,Harboring Bees/Wasps,172
2023,Queens,ELEVATOR,167
2023,Queens,Unsanitary Condition,160
2023,Queens,Non-Residential Heat,155
2023,Queens,Mosquitoes,145
2023,Queens,Green Taxi Complaint,144
2023,Queens,OUTSIDE BUILDING,142
2023,Queens,Investigations and Discipline (IAD),138
2023,Queens,For Hire Vehicle Report,134
2023,Queens,Door/Window,134
2023,Queens,Illegal Animal Kept as Pet,131
2023,Queens,Water Maintenance,108
2023,Queens,Indoor Sewage,104
2023,Queens,Construction Lead Dust,101
2023,Queens,BEST/Site Safety,100
2023,Queens,Seasonal Collection,98
2023,Queens,Mold,88
2023,Queens,Flooring/Stairs,75
2023,Queens,Drinking Water,68
2023,Queens,General,63
2023,Queens,Poison Ivy,61
2023,Queens,Appliance,58
2023,Queens,Pet Shop,56
2023,Queens,Beach/Pool/Sauna Complaint,54
2023,Queens,Safety,54
2023,Queens,Unsanitary Animal Facility,50
2023,Queens,Bike Rack Condition,47
2023,Queens,Water Drainage,43
2023,Queens,Electric,42
2023,Queens,Disorderly Youth,39
2023,Queens,Posting Advertisement,39
2023,Queens,Plant,38
2023,Queens,Incorrect Data,38
2023,Queens,LinkNYC,37
2023,Queens,Bus Stop Shelter Placement,33
2023,Queens,Snow or Ice,30
2023,Queens,Animal Facility - No Permit,30
2023,Queens,Taxi Compliment,28
2023,Queens,Adopt-A-Basket,27
2023,Queens,Scaffold Safety,25
2023,Queens,Green Taxi Report,22
2023,Queens,Illegal Animal Sold,22
2023,Queens,Smoking or Vaping,21
2023,Queens,Found Property,18
2023,Queens,AHV Inspection Unit,18
2023,Queens,Unstable Building,18
2023,Queens,Cranes and Derricks,15
2023,Queens,Dept of Investigations,14
2023,Queens,Recycling Basket Complaint,12
2023,Queens,Boiler,12
2023,Queens,E-Scooter,11
2023,Queens,Tattooing,11
2023,Queens,Building Drinking Water Tank,10
2023,Queens,Institution Disposal Complaint,9
2023,Queens,Borough Office,9
2023,Queens,Dispatched Taxi Complaint,9
2023,Queens,Transfer Station Complaint,8
2023,Queens,X-Ray Machine/Equipment,8
2023,Queens,Lifeguard,7
2023,Queens,Taxi Licensee Complaint,7
2023,Queens,Building Condition,7
2023,Queens,Public Toilet,6
2023,Queens,Special Natural Area District (SNAD),5
2023,Queens,Radioactive Material,5
2023,Queens,FHV Licensee Complaint,5
2023,Queens,Window Guard,4
2023,Queens,Retailer Complaint,4
2023,Queens,Highway Condition,3
2023,Queens,Cooling Tower,3
2023,Queens,DSNY Internal,3
2023,Queens,Special Operations,3
2023,Queens,DEP Sidewalk Condition,2
2023,Queens,Peeling Paint,2
2023,Queens,Private School Vaccine Mandate Non-Compliance,2
2023,Queens,Bridge Condition,1
2023,Queens,Oil or Gas Spill,1
2023,Queens,Building Marshals office,1
2023,Queens,Bottled Water,1
2023,Queens,Face Covering Violation,1
2023,Staten Island,Illegal Parking,12561
2023,Staten Island,Noise - Residential,9084
2023,Staten Island,Electronics Waste Appointment,8465
2023,Staten Island,Missed Collection,6766
2023,Staten Island,Water System,5528
2023,Staten Island,Street Condition,4743
2023,Staten Island,Abandoned Vehicle,4221
2023,Staten Island,Dirty Condition,4041
2023,Staten Island,Blocked Driveway,3945
2023,Staten Island,Damaged Tree,3255
2023,Staten Island,UNSANITARY CONDITION,3232
2023,Staten Island,Sewer,2978
2023,Staten Island,HEAT/HOT WATER,2965
2023,Staten Island,Overgrown Tree/Branches,2641
2023,Staten Island,General Construction/Plumbing,2207
2023,Staten Island,Street Light Condition,2101
2023,Staten Island,Illegal Dumping,1943
2023,Staten Island,Traffic Signal Condition,1823
2023,Staten Island,Noise - Street/Sidewalk,1751
2023,Staten Island,Noise,1671
2023,Staten Island,Dead/Dying Tree,1625
2023,Staten Island,Root/Sewer/Sidewalk Condition,1529
2023,Staten Island,PLUMBING,1515
2023,Staten Island,Derelict Vehicles,1462
2023,Staten Island,Noise - Commercial,1439
2023,Staten Island,Sidewalk Condition,1435
2023,Staten Island,Obstruction,1379
2023,Staten Island,Dead Animal,1350
2023,Staten Island,Rodent,1297
2023,Staten Island,PAINT/PLASTER,1275
2023,Staten Island,New Tree Request,1139
2023,Staten Island,DOOR/WINDOW,1127
2023,Staten Island,Building/Use,1098
2023,Staten Island,Residential Disposal Complaint,1045
2023,Staten Island,Illegal Posting,973
2023,Staten Island,Noise - Vehicle,931
2023,Staten Island,Non-Emergency Police Matter,928
2023,Staten Island,Illegal Fireworks,922
2023,Staten Island,Maintenance or Facility,876
2023,Staten Island,WATER LEAK,862
2023,Staten Island,ELECTRIC,758
2023,Staten Island,Graffiti,739
2023,Staten Island,FLOORING/STAIRS,647
2023,Staten Island,Consumer Complaint,602
2023,Staten Island,APPLIANCE,587
2023,Staten Island,GENERAL,572
2023,Staten Island,Animal-Abuse,559
2023,Staten Island,Traffic,415
2023,Staten Island,Sanitation Worker or Vehicle Complaint,377
2023,Staten Island,Lead,368
2023,Staten Island,Homeless Person Assistance,366
2023,Staten Island,Curb Condition,360
2023,Staten Island,SAFETY,356
2023,Staten Island,Food Establishment,350
2023,Staten Island,Street Sign - Damaged,338
2023,Staten Island,Illegal Tree Damage,337
2023,Staten Island,Street Sign - Dangling,332
2023,Staten Island,Water Conservation,310
2023,Staten Island,Plumbing,309
2023,Staten Island,Panhandling,290
2023,Staten Island,Air Quality,268
2023,Staten Island,Standing Water,254
2023,Staten Island,Street Sign - Missing,240
2023,Staten Island,Lot Condition,237
2023,Staten Island,Animal in a Park,228
2023,Staten Island,Unsanitary Animal Pvt Property,218
2023,Staten Island,Special Projects Inspection Team (SPIT),212
2023,Staten Island,Elevator,202
2023,Staten Island,Indoor Air Quality,192
2023,Staten Island,Electrical,189
2023,Staten Island,Unleashed Dog,175
2023,Staten Island,Hazardous Materials,171
2023,Staten Island,Sewer Maintenance,164
2023,Staten Island,Emergency Response Team (ERT),161
2023,Staten Island,Litter Basket Request,153
2023,Staten Island,Encampment,139
2023,Staten Island,Vendor Enforcement,116
2023,Staten Island,Dumpster Complaint,113
2023,Staten Island,Violation of Park Rules,112
2023,Staten Island,Drug Activity,107
2023,Staten Island,Litter Basket Complaint,107
2023,Staten Island,Noise - Park,103
2023,Staten Island,Uprooted Stump,103
2023,Staten Island,Broken Parking Meter,102
2023,Staten Island,Bus Stop Shelter Complaint,100
2023,Staten Island,Food Poisoning,97
2023,Staten Island,Boilers,86
2023,Staten Island,Smoking,85
2023,Staten Island,For Hire Vehicle Complaint,81
2023,Staten Island,Drinking,78
2023,Staten Island,Harboring Bees/Wasps,77
2023,Staten Island,Day Care,76
2023,Staten Island,Industrial Waste,75
2023,Staten Island,Snow or Ice,75
2023,Staten Island,Wood Pile Remaining,72
2023,Staten Island,Illegal Animal Kept as Pet,65
2023,Staten Island,Asbestos,63
2023,Staten Island,Investigations and Discipline (IAD),61
2023,Staten Island,Unsanitary Pigeon Condition,60
2023,Staten Island,Water Quality,58
2023,Staten Island,School Maintenance,58
2023,Staten Island,Special Natural Area District (SNAD),58
2023,Staten Island,Seasonal Collection,51
2023,Staten Island,Noise - Helicopter,49
2023,Staten Island,Real Time Enforcement,48
